PH,AMMONIA,TEMP,DO,do,TURBIDITY
5.9,0.03,22.07,9.1,Excellent,31.5
5.5,0.006,22.23,11.3,Excellent,33.2
5.4,0.056,22.44,10.1,Excellent,20.4
5.2,0.024,22.47,8.3,Good,19.2
5.1,0.078,22.96,7.6,Good,25.7
5.6,0.059,22.97,9.6,Excellent,21.7
5.8,0.054,24.01,11.0,Excellent,29.4
5.0,0.074,24.05,6.4,Good,33.6
5.3,0.04,24.19,9.9,Excellent,23.4
5.4,0.079,24.25,10.2,Excellent,31.5
5.3,0.097,24.31,9.6,Excellent,21.2
5.0,0.05,24.41,11.6,Excellent,30.9
5.6,0.001,24.71,11.0,Excellent,19.2
6.0,0.053,25.09,8.5,Excellent,28.0
5.5,0.061,25.31,8.9,Excellent,20.8
5.8,0.061,25.39,10.0,Excellent,25.6
5.8,0.017,25.86,8.8,Excellent,29.2
5.6,0.012,25.9,8.0,Good,23.9
5.9,0.009,25.97,6.4,Good,32.7
5.8,0.015,25.95,9.0,Excellent,34.0
5.4,0.058,25.82,8.0,Good,32.2
5.0,0.041,25.62,10.0,Excellent,22.0
5.0,0.075,25.57,6.2,Good,34.1
5.8,0.096,25.54,6.1,Good,32.5
5.2,0.024,25.35,11.2,Excellent,28.1
5.5,0.043,25.17,10.9,Excellent,25.9
6.0,0.056,25.16,7.6,Good,26.2
5.1,0.1,25.05,7.9,Good,24.3
5.9,0.034,24.78,9.9,Excellent,32.2
5.5,0.033,24.63,8.9,Excellent,32.7
5.4,0.051,24.57,7.6,Good,31.9
5.3,0.026,24.49,6.0,Good,19.1
5.5,0.073,24.37,12.0,Excellent,32.2
5.3,0.081,24.31,11.2,Excellent,27.9
5.1,0.007,24.16,7.1,Good,24.1
5.6,0.005,24.14,7.5,Good,23.9
5.8,0.032,24.07,12.0,Excellent,26.7
5.0,0.046,24.05,11.6,Excellent,28.0
5.5,0.016,23.99,8.6,Excellent,19.4
5.2,0.03,23.9,7.7,Good,30.1
5.0,0.005,23.71,9.1,Excellent,20.3
5.2,0.01,23.62,11.3,Excellent,23.6
5.5,0.002,23.48,7.0,Good,21.8
5.9,0.073,23.36,9.0,Excellent,22.7
5.6,0.094,23.24,7.4,Good,24.2
5.8,0.019,23.23,11.5,Excellent,25.4
5.0,0.019,23.21,9.5,Excellent,30.3
5.6,0.082,23.09,11.5,Excellent,32.5
5.9,0.099,23.07,10.5,Excellent,33.3
5.5,0.072,22.69,10.6,Excellent,24.5
5.9,0.068,22.52,9.9,Excellent,26.5
5.9,0.029,22.37,7.9,Good,33.4
5.8,0.062,22.25,6.6,Good,19.8
5.3,0.068,22.08,7.6,Good,26.6
5.2,0.06,22.08,7.0,Good,32.6
5.9,0.066,21.92,11.4,Excellent,32.7
5.4,0.045,21.91,6.6,Good,24.5
5.1,0.05,21.79,11.5,Excellent,23.5
5.4,0.051,21.76,7.2,Good,27.6
5.5,0.025,21.71,9.2,Excellent,25.8
5.6,0.002,21.61,6.5,Good,28.2
5.1,0.09,21.53,10.1,Excellent,20.3
6.0,0.061,21.42,11.7,Excellent,34.4
5.0,0.052,21.19,7.2,Good,26.5
5.4,0.003,21.16,8.9,Excellent,23.5
5.8,0.027,21.14,11.3,Excellent,32.6
5.1,0.086,21.21,10.5,Excellent,33.5
5.7,0.026,21.36,11.9,Excellent,34.1
5.6,0.094,21.48,7.9,Good,29.8
5.1,0.068,21.49,10.1,Excellent,20.3
5.7,0.089,21.78,10.1,Excellent,29.2
5.5,0.075,21.87,9.0,Excellent,32.6
5.9,0.097,21.92,10.0,Excellent,32.3
5.2,0.011,22.38,9.5,Excellent,26.2
5.5,0.083,22.45,10.9,Excellent,22.5
6.0,0.004,22.71,11.3,Excellent,23.3
5.7,0.076,22.81,9.6,Excellent,21.0
5.4,0.084,22.91,9.2,Excellent,20.1
5.8,0.058,22.92,8.7,Excellent,18.8
5.7,0.01,23.22,11.7,Excellent,28.3
5.8,0.052,23.25,9.4,Excellent,33.0
5.9,0.03,23.3,11.5,Excellent,18.8
5.0,0.045,24.09,11.7,Excellent,21.9
6.0,0.006,24.28,7.5,Good,24.5
5.0,0.04,24.42,10.0,Excellent,20.3
5.5,0.01,24.51,10.9,Excellent,20.8
5.5,0.046,24.66,12.0,Excellent,32.0
5.2,0.009,24.92,9.2,Excellent,20.4
5.7,0.065,24.97,11.8,Excellent,30.7
5.6,0.044,25.24,11.2,Excellent,32.8
5.0,0.038,25.47,6.9,Good,32.7
5.8,0.08,25.84,10.0,Excellent,29.9
5.7,0.006,25.57,11.9,Excellent,19.7
5.0,0.04,25.55,9.2,Excellent,30.0
5.9,0.068,25.54,9.0,Excellent,34.0
6.0,0.003,25.32,8.3,Good,28.4
5.0,0.072,24.91,7.3,Good,30.8
5.2,0.059,24.89,7.1,Good,23.9
5.0,0.017,24.8,8.1,Good,32.5
5.0,0.032,24.71,9.2,Excellent,30.3
5.6,0.062,24.6,11.9,Excellent,33.8
5.7,0.1,24.54,7.5,Good,23.0
5.9,0.046,24.47,9.4,Excellent,26.6
5.3,0.061,24.42,8.6,Excellent,29.3
5.0,0.081,24.17,7.8,Good,31.6
6.0,0.092,24.16,8.9,Excellent,24.7
5.8,0.048,24.11,7.7,Good,29.2
5.7,0.004,24.06,8.1,Good,29.1
6.0,0.048,23.94,7.9,Good,32.7
5.3,0.084,23.86,9.5,Excellent,28.1
5.0,0.044,23.85,7.1,Good,28.0
5.0,0.022,23.81,11.0,Excellent,26.7
5.2,0.089,23.63,9.4,Excellent,23.9
5.2,0.014,23.59,10.0,Excellent,24.0
5.9,0.084,23.52,8.1,Good,26.5
5.7,0.057,23.22,7.7,Good,22.8
5.2,0.05,23.15,7.4,Good,29.9
5.7,0.053,23.01,8.8,Excellent,22.8
5.5,0.029,22.98,11.9,Excellent,34.3
5.6,0.075,22.92,9.5,Excellent,31.3
5.7,0.066,22.79,11.1,Excellent,26.1
5.6,0.032,22.44,9.2,Excellent,30.0
6.0,0.014,22.36,10.4,Excellent,24.2
7.1,0.017,22.09,3.8,Poor,24.7
6.7,0.065,21.94,5.3,Fair,19.3
6.5,0.076,21.83,4.9,Fair,30.7
7.2,0.031,21.8,6.0,Good,28.1
6.1,0.055,21.8,4.2,Fair,21.7
6.5,0.055,21.75,4.2,Fair,20.3
6.6,0.048,21.71,3.0,Poor,26.8
6.9,0.03,21.7,3.7,Poor,20.8
6.6,0.051,21.53,3.4,Poor,28.6
6.6,0.046,21.45,5.7,Good,32.8
7.0,0.064,21.39,5.4,Fair,24.4
6.4,0.041,21.36,5.2,Fair,19.0
7.1,0.018,21.33,5.7,Good,27.3
6.8,0.018,21.29,5.8,Good,32.1
6.7,0.086,21.1,5.1,Fair,25.2
6.3,0.007,21.11,5.9,Good,31.2
7.1,0.051,21.29,5.2,Fair,30.3
6.3,0.061,21.4,4.1,Fair,20.5
6.2,0.098,21.55,6.1,Good,25.4
6.9,0.046,21.69,5.8,Good,30.2
6.5,0.043,22.24,4.8,Fair,21.3
6.1,0.027,22.26,3.1,Poor,18.8
6.9,0.01,22.68,4.3,Fair,26.3
7.2,0.075,22.69,3.9,Poor,32.0
6.3,0.039,22.86,4.7,Fair,26.2
6.3,0.051,23.1,4.8,Fair,27.5
7.1,0.077,23.33,4.7,Fair,25.7
7.2,0.019,23.39,5.0,Fair,34.4
7.0,0.091,23.4,5.3,Fair,23.2
7.2,0.074,23.45,3.0,Poor,28.7
6.3,0.003,23.55,3.6,Poor,28.5
6.7,0.05,23.56,3.6,Poor,24.0
6.8,0.082,23.58,4.0,Fair,26.0
7.2,0.094,23.88,3.6,Poor,21.2
6.3,0.076,24.28,4.9,Fair,28.1
7.1,0.033,24.3,5.5,Good,20.7
6.9,0.019,24.58,5.7,Good,29.1
6.7,0.044,24.61,4.4,Fair,28.9
6.3,0.002,25.44,5.0,Fair,32.2
7.2,0.068,25.71,5.3,Fair,30.3
7.0,0.029,25.94,6.0,Good,34.3
7.2,0.018,25.89,4.6,Fair,30.5
7.2,0.057,25.59,5.0,Fair,21.6
7.1,0.013,25.56,4.3,Fair,23.8
7.2,0.05,25.27,4.0,Fair,30.8
7.1,0.038,25.26,5.2,Fair,29.9
7.0,0.015,25.14,6.1,Good,30.1
6.8,0.048,24.88,3.3,Poor,28.5
6.8,0.066,24.79,3.7,Poor,30.5
7.0,0.083,24.69,5.4,Fair,18.9
6.1,0.015,24.62,4.9,Fair,32.4
7.0,0.007,24.29,3.5,Poor,27.1
6.5,0.07,24.24,4.7,Fair,30.5
6.7,0.013,24.18,5.3,Fair,29.8
6.9,0.1,24.14,4.1,Fair,23.8
7.1,0.038,23.99,3.6,Poor,21.0
6.7,0.043,23.9,6.0,Good,32.3
6.2,0.099,23.87,3.3,Poor,24.3
7.0,0.084,23.45,3.2,Poor,29.8
6.9,0.015,23.26,5.1,Fair,19.0
6.8,0.02,23.25,3.3,Poor,34.2
7.1,0.023,23.22,4.4,Fair,33.7
7.2,0.021,23.12,3.7,Poor,29.2
6.3,0.053,23.1,5.0,Fair,30.4
6.6,0.007,22.95,4.8,Fair,23.7
7.0,0.057,22.91,3.9,Poor,33.4
7.0,0.033,22.87,3.5,Poor,26.4
6.4,0.099,22.77,3.1,Poor,22.2
6.5,0.077,22.69,5.3,Fair,34.3
7.0,0.098,22.68,3.3,Poor,21.1
7.1,0.087,22.24,6.0,Good,22.8
6.1,0.059,22.14,5.7,Good,29.6
6.5,0.045,21.89,4.6,Fair,24.8
6.4,0.097,21.89,5.4,Fair,32.5
7.1,0.016,21.86,3.1,Poor,22.0
6.1,0.046,21.77,3.9,Poor,27.3
6.7,0.004,21.67,5.5,Good,27.7
6.9,0.017,21.55,4.8,Fair,30.3
6.5,0.017,21.39,3.8,Poor,31.9
6.2,0.087,21.29,4.0,Fair,33.8
6.9,0.01,21.24,4.8,Fair,31.5
6.8,0.033,21.23,3.3,Poor,20.6
6.8,0.018,21.21,4.6,Fair,21.9
6.5,0.007,21.19,5.7,Good,24.7
6.3,0.069,21.13,3.3,Poor,33.4
6.6,0.078,21.09,5.5,Good,24.5
6.5,0.015,21.31,4.2,Fair,30.1
6.6,0.068,21.35,4.8,Fair,20.7
6.5,0.021,21.42,4.3,Fair,19.8
6.5,0.055,22.05,3.3,Poor,29.5
6.6,0.023,22.27,4.5,Fair,24.6
6.4,0.011,22.32,3.4,Poor,24.4
7.2,0.016,22.59,4.1,Fair,34.1
6.8,0.021,22.67,5.7,Good,26.0
6.7,0.068,22.73,3.7,Poor,23.4
7.1,0.039,22.99,4.0,Fair,31.3
6.6,0.02,23.03,3.5,Poor,31.5
6.2,0.086,23.04,6.1,Good,33.2
6.2,0.068,23.06,4.6,Fair,31.2
6.4,0.067,23.71,3.8,Poor,26.8
7.2,0.078,23.99,5.0,Fair,26.0
6.9,0.081,24.09,3.7,Poor,28.4
6.9,0.037,24.34,3.0,Poor,30.5
6.5,0.025,24.41,3.7,Poor,28.2
7.1,0.023,24.64,3.6,Poor,27.4
6.2,0.1,24.77,3.7,Poor,22.7
6.4,0.09,24.79,5.6,Good,28.4
6.9,0.082,24.87,3.2,Poor,20.2
7.0,0.081,25.04,4.6,Fair,22.3
7.2,0.077,25.27,5.3,Fair,19.4
6.1,0.072,25.36,3.7,Poor,27.5
6.4,0.074,25.4,5.3,Fair,23.9
7.1,0.039,25.97,3.8,Poor,22.5
6.9,0.017,25.87,4.1,Fair,31.7
7.1,0.045,25.26,6.1,Good,33.4
6.4,0.075,25.25,3.6,Poor,34.4
6.7,0.068,24.97,5.7,Good,29.5
7.0,0.022,24.76,4.0,Fair,28.5
6.1,0.084,24.71,3.8,Poor,19.8
7.2,0.037,24.69,3.9,Poor,29.4
7.2,0.033,24.68,3.9,Poor,33.2
7.2,0.071,24.52,4.7,Fair,24.2
6.7,0.066,24.51,5.5,Good,27.8
6.7,0.023,24.37,4.1,Fair,34.0
6.1,0.05,24.32,4.7,Fair,28.0
6.9,0.059,24.14,4.7,Fair,31.8
7.1,0.006,24.12,4.3,Fair,33.1
6.6,0.052,24.02,5.7,Good,32.9
7.2,0.009,23.99,3.9,Poor,28.2
6.4,0.045,23.87,4.1,Fair,30.6
6.3,0.043,23.81,4.6,Fair,19.5
7.2,0.002,23.64,4.7,Fair,22.5
7.0,0.093,23.59,3.6,Poor,29.0
6.4,0.049,22.9,5.9,Good,27.3
6.9,0.095,22.8,3.7,Poor,33.7
7.1,0.045,22.77,3.5,Poor,28.0
6.4,0.097,22.74,5.8,Good,18.8
6.9,0.084,22.69,5.5,Good,24.2
6.8,0.012,22.68,4.3,Fair,32.1
7.1,0.056,22.56,3.9,Poor,23.6
7.1,0.065,22.46,4.8,Fair,23.0
6.2,0.082,22.38,5.0,Fair,32.6
6.6,0.081,22.99,3.5,Poor,30.2
6.4,0.073,22.98,5.8,Good,24.0
6.6,0.009,22.95,4.4,Fair,20.7
6.4,0.011,22.55,4.7,Fair,28.7
6.5,0.038,22.42,5.2,Fair,31.2
6.5,0.042,22.41,3.5,Poor,24.2
7.1,0.058,22.37,3.5,Poor,23.8
6.6,0.005,22.32,6.0,Good,18.8
6.1,0.012,22.32,4.6,Fair,31.4
6.6,0.038,22.11,3.9,Poor,21.4
6.7,0.033,21.94,3.6,Poor,19.1
7.2,0.072,21.86,6.0,Good,20.4
6.2,0.016,21.6,3.0,Poor,30.5
7.2,0.006,21.41,3.5,Poor,26.3
7.0,0.028,21.07,5.4,Fair,20.9
6.8,0.039,21.01,5.5,Good,27.6
6.8,0.092,21.06,3.5,Poor,24.6
7.1,0.024,21.28,5.0,Fair,32.5
6.9,0.045,21.57,3.9,Poor,23.0
6.6,0.064,21.59,4.4,Fair,28.8
6.7,0.036,21.63,4.4,Fair,19.4
6.2,0.071,21.97,4.2,Fair,24.6
6.7,0.067,22.16,5.4,Fair,32.9
6.2,0.057,22.28,5.9,Good,21.6
6.9,0.04,22.53,3.2,Poor,31.8
6.8,0.013,22.55,4.6,Fair,21.8
6.9,0.093,22.64,3.0,Poor,25.6
6.5,0.076,22.71,3.4,Poor,21.4
6.1,0.052,22.81,4.4,Fair,32.1
6.5,0.017,22.85,3.8,Poor,32.4
6.7,0.019,23.04,5.0,Fair,21.8
7.2,0.039,23.22,4.6,Fair,25.8
6.3,0.065,23.37,4.7,Fair,33.9
6.6,0.013,23.43,5.3,Fair,28.5
6.9,0.068,23.45,5.9,Good,29.9
7.0,0.072,23.52,5.2,Fair,30.6
6.5,0.028,23.59,3.4,Poor,29.9
6.6,0.011,23.72,5.6,Good,33.0
6.4,0.006,24.93,3.1,Poor,34.3
6.3,0.086,25.07,3.8,Poor,32.0
6.3,0.029,25.7,3.9,Poor,19.3
7.2,0.062,25.87,5.5,Good,26.5
6.1,0.022,25.99,4.8,Fair,26.9
7.1,0.049,25.92,5.4,Fair,25.7
6.4,0.047,25.9,3.9,Poor,32.8
6.8,0.084,25.81,5.3,Fair,28.4
6.9,0.02,25.79,5.1,Fair,27.7
7.2,0.082,25.79,4.3,Fair,24.5
6.8,0.067,25.77,4.4,Fair,25.7
7.0,0.047,25.61,4.3,Fair,24.2
7.2,0.018,25.55,5.7,Good,22.7
6.9,0.037,25.37,4.2,Fair,23.9
6.2,0.097,25.26,5.1,Fair,31.3
7.0,0.015,24.65,5.2,Fair,32.5
7.1,0.014,24.64,5.8,Good,31.3
6.8,0.002,24.62,3.1,Poor,31.7
6.6,0.057,24.62,3.1,Poor,24.3
6.7,0.069,24.48,4.7,Fair,28.6
7.2,0.064,24.33,4.5,Fair,27.2
6.2,0.012,24.26,5.2,Fair,24.8
6.4,0.086,24.24,4.9,Fair,25.7
6.6,0.027,24.21,5.0,Fair,19.4
6.6,0.087,24.19,4.9,Fair,31.6
6.8,0.045,24.15,4.0,Fair,32.7
6.6,0.003,23.98,5.9,Good,26.4
6.7,0.093,23.98,4.4,Fair,21.9
7.2,0.1,23.93,5.0,Fair,28.4
6.9,0.085,23.92,3.6,Poor,20.0
6.7,0.009,23.87,4.3,Fair,24.4
7.1,0.083,23.68,6.0,Good,30.5
7.2,0.052,23.56,4.7,Fair,24.8
7.2,0.039,23.03,3.6,Poor,25.0
6.8,0.09,22.77,3.1,Poor,19.6
6.4,0.071,22.76,3.2,Poor,31.0
7.1,0.064,22.6,4.3,Fair,31.6
6.2,0.054,22.49,5.0,Fair,31.5
6.6,0.037,22.45,5.6,Good,28.5
6.4,0.049,22.13,3.2,Poor,21.1
6.8,0.005,22.11,3.3,Poor,29.4
6.5,0.034,21.95,4.8,Fair,24.8
7.2,0.04,21.86,4.0,Fair,24.8
7.0,0.078,21.65,5.0,Fair,20.7
6.5,0.023,21.63,3.0,Poor,29.6
6.6,0.071,21.52,5.4,Fair,22.4
6.1,0.034,21.42,4.8,Fair,24.0
6.7,0.038,21.34,5.9,Good,27.2
7.1,0.021,21.28,5.0,Fair,23.9
7.2,0.019,21.18,3.6,Poor,28.6
7.1,0.078,21.24,4.1,Fair,23.4
6.7,0.021,21.86,5.6,Good,26.4
6.9,0.083,21.9,3.4,Poor,25.3
6.1,0.087,22.57,4.1,Fair,20.6
6.9,0.055,22.7,5.2,Fair,21.1
6.7,0.045,22.9,5.1,Fair,20.4
7.0,0.021,22.95,6.1,Good,26.5
6.9,0.093,23.0,4.3,Fair,29.2
6.8,0.077,23.18,5.9,Good,33.1
6.2,0.099,23.33,4.3,Fair,26.0
6.3,0.053,23.36,5.3,Fair,31.5
6.8,0.009,23.39,4.3,Fair,28.2
7.1,0.074,23.45,4.2,Fair,28.2
6.3,0.067,23.72,3.5,Poor,23.2
6.5,0.052,24.05,3.3,Poor,29.3
6.5,0.088,24.15,3.0,Poor,27.8
6.3,0.045,24.2,5.2,Fair,33.5
6.4,0.013,24.28,4.7,Fair,23.5
6.6,0.069,24.38,3.3,Poor,32.0
6.9,0.05,24.63,3.5,Poor,33.9
6.8,0.055,24.95,3.0,Poor,26.1
6.5,0.041,25.51,4.1,Fair,34.1
6.9,0.038,25.56,3.1,Poor,22.1
7.2,0.002,25.61,3.7,Poor,24.7
7.2,0.09,25.62,3.5,Poor,24.4
6.8,0.014,25.81,5.8,Good,32.3
6.7,0.065,26.09,5.7,Good,26.0
7.0,0.091,25.74,4.7,Fair,28.3
7.2,0.023,25.66,5.6,Good,26.5
6.1,0.001,25.56,5.2,Fair,20.2
7.0,0.076,25.53,4.5,Fair,27.0
7.2,0.079,25.16,3.3,Poor,34.4
7.0,0.058,24.99,5.8,Good,23.5
6.8,0.041,24.89,3.1,Poor,32.9
6.9,0.055,24.88,5.3,Fair,33.2
7.2,0.084,24.75,4.0,Fair,29.6
7.2,0.094,24.52,5.5,Good,20.3
6.4,0.067,24.29,5.7,Good,20.4
6.2,0.081,24.26,3.4,Poor,33.1
6.5,0.057,24.05,4.7,Fair,34.1
6.5,0.021,23.92,3.8,Poor,30.3
6.8,0.039,23.91,4.3,Fair,24.3
6.8,0.007,23.84,5.5,Good,28.6
6.1,0.012,23.79,5.1,Fair,32.2
6.2,0.034,23.74,4.9,Fair,22.7
6.8,0.012,23.73,5.2,Fair,26.3
6.9,0.08,23.73,4.7,Fair,26.1
7.1,0.025,23.63,5.3,Fair,33.6
6.4,0.044,23.44,3.0,Poor,27.6
6.1,0.037,23.35,4.3,Fair,27.1
7.0,0.1,23.31,5.0,Fair,23.5
6.4,0.012,23.15,5.4,Fair,20.7
7.0,0.004,23.11,5.3,Fair,30.4
6.6,0.044,22.98,5.2,Fair,27.9
6.5,0.013,22.9,3.5,Poor,19.9
6.3,0.078,22.78,3.1,Poor,31.6
7.2,0.001,27.51,3.6,Poor,23.9
6.4,0.005,29.66,5.3,Fair,24.5
6.7,0.066,21.74,3.0,Poor,31.3
6.7,0.011,21.89,4.8,Fair,31.3
7.2,0.057,28.27,4.9,Fair,33.8
6.8,0.065,28.01,3.5,Poor,26.3
6.6,0.07,24.85,4.7,Fair,28.6
6.2,0.057,23.01,3.4,Poor,18.9
6.4,0.052,23.22,5.5,Good,21.5
6.4,0.003,21.44,5.7,Good,27.1
6.8,0.005,29.96,5.3,Fair,29.7
6.2,0.046,21.67,4.3,Fair,21.5
6.2,0.078,20.11,5.5,Good,20.5
6.7,0.031,25.35,4.3,Fair,27.6
6.6,0.017,26.67,4.3,Fair,19.2
6.1,0.016,26.75,4.7,Fair,27.9
6.1,0.091,23.95,5.7,Good,19.1
6.6,0.034,28.07,3.0,Poor,21.2
6.5,0.019,21.18,3.8,Poor,31.7
7.2,0.068,21.15,4.8,Fair,22.8
6.8,0.018,25.97,4.9,Fair,26.3
7.2,0.008,23.07,4.8,Fair,33.4
7.2,0.041,23.09,4.5,Fair,28.4
6.7,0.032,22.06,3.7,Poor,20.7
7.0,0.052,25.33,6.0,Good,21.5
6.6,0.025,23.43,4.7,Fair,22.0
6.9,0.034,20.82,3.3,Poor,29.7
6.3,0.056,25.9,3.7,Poor,21.7
7.2,0.048,28.01,5.6,Good,25.8
6.7,0.008,26.13,4.3,Fair,20.3
7.0,0.062,24.39,4.1,Fair,24.1
6.4,0.048,29.14,5.8,Good,29.1
7.1,0.001,20.09,3.2,Poor,20.8
6.5,0.02,20.25,3.7,Poor,21.6
6.2,0.077,22.65,4.0,Fair,23.2
7.1,0.093,29.12,3.0,Poor,28.4
6.2,0.036,30.0,3.8,Poor,30.4
7.1,0.025,21.9,3.0,Poor,33.2
7.0,0.03,28.98,5.2,Fair,24.7
6.5,0.073,24.05,3.8,Poor,25.8
7.1,0.087,27.09,5.4,Fair,21.2
6.9,0.068,29.06,3.8,Poor,26.7
6.1,0.027,20.85,4.2,Fair,22.9
7.1,0.029,23.19,4.1,Fair,19.5
7.2,0.028,27.18,3.9,Poor,20.0
6.3,0.063,28.48,4.9,Fair,33.3
6.4,0.045,23.31,4.2,Fair,22.4
6.5,0.029,28.04,3.8,Poor,33.1
6.1,0.031,21.58,5.1,Fair,20.4
7.0,0.036,29.78,5.8,Good,33.6
6.6,0.066,26.7,5.2,Fair,20.1
6.7,0.011,27.7,6.0,Good,32.9
6.9,0.028,26.86,5.8,Good,29.4
6.4,0.013,25.02,5.1,Fair,32.8
7.0,0.073,20.54,3.2,Poor,31.2
6.2,0.058,24.76,5.0,Fair,25.6
6.6,0.071,28.94,3.7,Poor,33.9
7.1,0.058,24.9,4.6,Fair,30.3
6.7,0.041,24.88,4.4,Fair,21.1
6.1,0.037,28.03,5.3,Fair,25.6
7.2,0.029,24.96,3.5,Poor,22.7
6.5,0.058,25.05,5.4,Fair,29.6
7.1,0.026,23.57,4.7,Fair,23.2
6.8,0.098,29.91,3.0,Poor,19.4
6.3,0.084,21.49,5.1,Fair,23.6
6.3,0.076,25.32,3.0,Poor,22.8
6.5,0.009,21.08,3.3,Poor,31.0
6.3,0.021,21.29,4.1,Fair,27.8
6.7,0.023,27.18,3.2,Poor,27.9
6.6,0.049,28.66,4.4,Fair,18.7
6.2,0.03,21.37,5.1,Fair,20.5
6.8,0.081,21.43,4.6,Fair,32.9
6.9,0.043,28.97,3.4,Poor,19.8
6.5,0.03,23.09,3.3,Poor,29.9
7.2,0.033,29.12,5.7,Good,20.7
6.5,0.055,28.59,5.8,Good,30.7
6.4,0.002,20.73,5.6,Good,33.2
6.7,0.035,28.69,3.6,Poor,24.6
6.2,0.013,20.22,5.9,Good,24.4
7.1,0.001,22.73,6.0,Good,26.9
7.2,0.039,23.48,3.1,Poor,29.0
6.2,0.038,25.63,3.0,Poor,18.9
6.3,0.032,27.09,5.7,Good,28.6
7.2,0.087,23.2,3.4,Poor,20.1
7.2,0.026,25.58,4.6,Fair,28.0
7.2,0.015,20.53,4.1,Fair,22.4
7.0,0.072,22.97,4.8,Fair,25.1
7.1,0.046,25.32,5.1,Fair,18.9
6.1,0.043,22.72,3.5,Poor,25.1
6.5,0.047,27.91,5.3,Fair,22.1
6.7,0.041,26.31,5.6,Good,31.8
6.1,0.093,22.6,5.0,Fair,23.7
6.6,0.032,23.5,4.5,Fair,31.7
6.6,0.031,27.09,5.9,Good,21.7
6.4,0.095,26.4,4.8,Fair,19.7
6.2,0.041,23.67,6.1,Good,33.9
7.1,0.016,29.42,4.2,Fair,21.0
6.5,0.06,22.67,5.0,Fair,24.8
6.8,0.03,29.64,3.2,Poor,20.2
7.2,0.091,29.8,4.8,Fair,33.0
6.3,0.077,25.01,4.6,Fair,23.2
7.2,0.046,27.17,3.8,Poor,20.8
6.6,0.092,28.44,5.3,Fair,24.9
6.7,0.049,28.9,6.0,Good,23.9
6.3,0.035,24.94,3.7,Poor,26.9
6.7,0.043,22.19,5.5,Good,33.1
7.1,0.023,29.47,3.2,Poor,28.7
6.5,0.045,20.47,4.0,Fair,24.5
7.0,0.02,20.2,5.6,Good,26.3
7.0,0.046,29.27,5.2,Fair,31.1
6.2,0.074,28.44,6.1,Good,22.0
6.5,0.035,20.71,3.1,Poor,30.2
6.6,0.064,25.8,4.4,Fair,32.4
7.0,0.006,23.97,4.8,Fair,27.9
7.1,0.034,23.23,4.1,Fair,34.3
6.5,0.05,20.57,3.4,Poor,26.9
7.1,0.059,21.52,4.2,Fair,26.3
6.9,0.05,20.74,4.1,Fair,22.8
7.1,0.045,26.67,5.8,Good,23.2
6.3,0.059,20.56,3.6,Poor,22.9
7.2,0.051,25.56,4.3,Fair,29.1
7.2,0.079,22.43,4.1,Fair,34.1
6.4,0.085,27.85,3.9,Poor,30.7
6.8,0.002,28.18,5.0,Fair,22.1
7.2,0.073,23.14,6.0,Good,20.1
7.1,0.078,28.69,3.0,Poor,33.0
6.2,0.027,24.39,3.2,Poor,27.3
6.5,0.007,24.15,5.2,Fair,19.7
7.2,0.051,25.64,3.2,Poor,21.5
6.2,0.014,24.87,5.9,Good,28.1
7.2,0.066,26.68,3.9,Poor,29.4
6.2,0.006,28.1,4.5,Fair,32.3
6.6,0.073,27.37,3.4,Poor,30.1
6.6,0.086,29.77,3.5,Poor,23.2
6.2,0.017,28.38,3.9,Poor,31.6
6.9,0.032,25.08,4.6,Fair,26.4
6.6,0.061,26.15,4.8,Fair,23.9
6.6,0.05,27.35,6.1,Good,20.5
6.1,0.011,27.0,5.3,Fair,25.9
6.1,0.068,27.03,4.9,Fair,26.4
6.4,0.081,28.97,4.9,Fair,31.5
6.5,0.045,23.75,4.2,Fair,19.1
6.9,0.04,25.5,5.3,Fair,22.8
7.0,0.041,26.05,6.1,Good,21.1
6.5,0.007,22.5,4.1,Fair,23.2
7.0,0.033,27.49,5.5,Good,32.4
6.6,0.092,21.43,4.2,Fair,23.9
7.2,0.023,21.18,3.3,Poor,31.5
6.2,0.058,25.37,5.9,Good,21.8
7.0,0.003,25.53,4.1,Fair,24.4
7.2,0.023,21.15,5.5,Good,30.8
6.5,0.05,21.28,5.4,Fair,33.0
7.0,0.022,21.98,3.1,Poor,20.7
6.5,0.044,27.13,4.6,Fair,29.2
6.2,0.015,21.2,4.9,Fair,23.4
6.2,0.08,29.92,4.5,Fair,21.4
6.9,0.055,24.31,4.7,Fair,30.0
6.1,0.081,23.58,4.3,Fair,22.5
7.2,0.042,28.6,3.2,Poor,32.1
7.2,0.099,24.74,3.7,Poor,29.5
6.8,0.009,27.8,3.4,Poor,33.3
7.2,0.057,27.97,5.4,Fair,33.7
6.4,0.032,21.61,4.7,Fair,29.6
7.2,0.059,22.11,5.2,Fair,24.1
6.9,0.05,23.75,5.7,Good,19.9
7.0,0.085,26.61,5.7,Good,33.9
6.5,0.051,22.5,4.6,Fair,29.1
6.6,0.004,21.14,6.1,Good,30.5
6.5,0.037,29.41,3.8,Poor,26.5
7.2,0.001,23.87,4.6,Fair,18.9
6.6,0.029,29.52,4.4,Fair,20.3
6.7,0.028,23.28,4.2,Fair,20.4
6.8,0.048,20.08,5.8,Good,20.5
6.9,0.066,20.83,3.2,Poor,21.4
6.3,0.066,22.31,3.0,Poor,25.1
