pH,Ammonia,Temp,Turbidity,pH_Status,Ammonia_Status,Temp_Status,Turbidity_Status,Water Pump,Heater
6.0,0.035,22.26,29.9,Low,High,Low,Low,ON,ON
5.4,0.016,22.01,29.4,Low,High,Low,Low,ON,ON
5.8,0.053,21.97,24.5,Low,Low,Low,Low,ON,ON
5.2,0.005,21.82,30.3,Low,High,Low,Low,ON,ON
5.5,0.005,21.64,23.3,Low,High,Low,Low,ON,ON
5.9,0.057,21.57,34.3,Low,Low,Low,Low,ON,ON
5.0,0.077,21.43,22.3,Low,Low,Low,Low,ON,ON
5.6,0.082,21.36,31.1,Low,Low,Low,Low,ON,ON
5.1,0.061,21.28,25.9,Low,Low,Low,Low,ON,ON
5.8,0.004,21.12,32.0,Low,High,Low,Low,ON,ON
5.1,0.045,21.05,18.8,Low,High,Low,High,OFF,ON
5.8,0.097,21.1,22.2,Low,Low,Low,Low,ON,ON
5.0,0.068,21.18,21.1,Low,Low,Low,Low,ON,ON
5.1,0.083,21.19,34.4,Low,Low,Low,Low,ON,ON
5.0,0.024,21.23,28.5,Low,High,Low,Low,ON,ON
5.6,0.042,21.43,19.0,Low,High,Low,High,OFF,ON
5.4,0.004,21.58,20.2,Low,High,Low,Low,ON,ON
5.9,0.038,21.76,23.4,Low,High,Low,Low,ON,ON
5.3,0.077,22.51,31.1,Low,Low,Low,Low,ON,ON
5.3,0.094,22.66,21.6,Low,Low,Low,Low,ON,ON
5.7,0.098,22.81,20.0,Low,Low,Low,High,ON,ON
5.2,0.005,22.89,32.1,Low,High,Low,Low,ON,ON
5.7,0.058,22.97,28.0,Low,Low,Low,Low,ON,ON
6.0,0.013,23.2,20.5,Low,High,Low,Low,ON,ON
5.6,0.035,23.27,32.0,Low,High,Low,Low,ON,ON
5.9,0.097,23.96,32.2,Low,Low,Low,Low,ON,ON
5.5,0.071,24.11,31.3,Low,Low,Low,Low,ON,ON
5.5,0.095,24.62,26.8,Low,Low,Low,Low,ON,ON
5.2,0.073,24.67,28.7,Low,Low,Low,Low,ON,ON
5.2,0.011,24.76,29.3,Low,High,Low,Low,ON,ON
6.0,0.093,25.01,31.7,Low,Low,Low,Low,ON,ON
5.2,0.011,25.29,21.3,Low,High,Low,Low,ON,ON
5.5,0.038,25.31,21.2,Low,High,Low,Low,ON,ON
5.6,0.092,25.35,19.8,Low,Low,Low,High,ON,ON
5.7,0.089,25.9,23.6,Low,Low,Low,Low,ON,ON
5.7,0.079,25.93,24.3,Low,Low,Low,Low,ON,ON
5.0,0.07,25.96,32.4,Low,Low,Low,Low,ON,ON
5.8,0.048,25.6,25.5,Low,High,Low,Low,ON,ON
5.5,0.059,25.51,23.1,Low,Low,Low,Low,ON,ON
6.0,0.01,25.4,30.0,Low,High,Low,Low,ON,ON
5.8,0.067,25.34,29.9,Low,Low,Low,Low,ON,ON
6.0,0.09,25.29,25.2,Low,Low,Low,Low,ON,ON
5.4,0.04,25.23,22.4,Low,High,Low,Low,ON,ON
5.8,0.084,25.22,33.7,Low,Low,Low,Low,ON,ON
5.8,0.017,24.94,26.0,Low,High,Low,Low,ON,ON
5.2,0.048,24.8,27.3,Low,High,Low,Low,ON,ON
6.0,0.075,24.79,28.7,Low,Low,Low,Low,ON,ON
5.5,0.007,24.58,27.9,Low,High,Low,Low,ON,ON
5.1,0.008,24.58,30.2,Low,High,Low,Low,ON,ON
5.3,0.028,24.53,34.1,Low,High,Low,Low,ON,ON
5.8,0.087,24.42,21.8,Low,Low,Low,Low,ON,ON
6.0,0.07,24.4,33.3,Low,Low,Low,Low,ON,ON
6.0,0.005,24.28,28.2,Low,High,Low,Low,ON,ON
5.4,0.063,24.21,24.3,Low,Low,Low,Low,ON,ON
5.5,0.084,24.15,20.5,Low,Low,Low,Low,ON,ON
5.2,0.034,24.13,29.7,Low,High,Low,Low,ON,ON
5.1,0.06,24.01,26.8,Low,Low,Low,Low,ON,ON
5.1,0.073,23.87,32.7,Low,Low,Low,Low,ON,ON
5.5,0.054,23.84,23.4,Low,Low,Low,Low,ON,ON
5.0,0.017,23.81,18.7,Low,High,Low,High,OFF,ON
5.3,0.028,23.67,33.1,Low,High,Low,Low,ON,ON
5.3,0.068,23.67,27.8,Low,Low,Low,Low,ON,ON
5.5,0.049,23.65,31.0,Low,High,Low,Low,ON,ON
5.6,0.078,23.54,22.4,Low,Low,Low,Low,ON,ON
5.6,0.06,23.39,22.1,Low,Low,Low,Low,ON,ON
5.3,0.064,22.66,24.9,Low,Low,Low,Low,ON,ON
5.7,0.018,22.94,30.0,Low,High,Low,Low,ON,ON
5.6,0.076,22.81,21.9,Low,Low,Low,Low,ON,ON
6.0,0.054,22.68,24.1,Low,Low,Low,Low,ON,ON
5.0,0.09,22.61,30.0,Low,Low,Low,Low,ON,ON
5.4,0.071,22.46,21.1,Low,Low,Low,Low,ON,ON
5.0,0.04,22.34,25.3,Low,High,Low,Low,ON,ON
5.3,0.002,21.97,25.5,Low,High,Low,Low,ON,ON
5.9,0.1,21.92,20.5,Low,Low,Low,Low,ON,ON
6.0,0.035,21.86,27.9,Low,High,Low,Low,ON,ON
5.2,0.002,21.77,32.5,Low,High,Low,Low,ON,ON
5.4,0.044,21.5,34.1,Low,High,Low,Low,ON,ON
5.8,0.036,21.42,32.3,Low,High,Low,Low,ON,ON
5.8,0.033,21.41,28.8,Low,High,Low,Low,ON,ON
5.2,0.09,21.24,29.7,Low,Low,Low,Low,ON,ON
5.9,0.072,21.18,22.4,Low,Low,Low,Low,ON,ON
5.1,0.035,21.09,26.6,Low,High,Low,Low,ON,ON
5.2,0.081,21.16,20.4,Low,Low,Low,Low,ON,ON
5.9,0.018,21.28,23.8,Low,High,Low,Low,ON,ON
5.9,0.046,21.28,20.9,Low,High,Low,Low,ON,ON
6.0,0.023,21.47,22.1,Low,High,Low,Low,ON,ON
6.0,0.088,21.86,34.2,Low,Low,Low,Low,ON,ON
5.0,0.028,22.42,22.5,Low,High,Low,Low,ON,ON
5.6,0.082,22.64,30.5,Low,Low,Low,Low,ON,ON
5.7,0.035,22.73,28.4,Low,High,Low,Low,ON,ON
6.0,0.066,22.76,30.8,Low,Low,Low,Low,ON,ON
5.5,0.022,23.29,25.9,Low,High,Low,Low,ON,ON
5.1,0.088,23.72,22.6,Low,Low,Low,Low,ON,ON
5.1,0.003,23.74,31.5,Low,High,Low,Low,ON,ON
5.3,0.033,24.2,30.0,Low,High,Low,Low,ON,ON
5.1,0.047,24.21,20.1,Low,High,Low,Low,ON,ON
5.5,0.088,24.51,32.2,Low,Low,Low,Low,ON,ON
5.6,0.076,24.54,21.3,Low,Low,Low,Low,ON,ON
6.0,0.074,24.86,27.0,Low,Low,Low,Low,ON,ON
5.2,0.088,24.98,20.9,Low,Low,Low,Low,ON,ON
5.6,0.067,25.16,25.5,Low,Low,Low,Low,ON,ON
6.0,0.032,25.16,21.9,Low,High,Low,Low,ON,ON
5.1,0.038,25.18,29.4,Low,High,Low,Low,ON,ON
5.5,0.028,25.31,28.9,Low,High,Low,Low,ON,ON
5.8,0.005,25.35,31.9,Low,High,Low,Low,ON,ON
6.0,0.098,25.37,29.6,Low,Low,Low,Low,ON,ON
5.8,0.083,25.56,20.9,Low,Low,Low,Low,ON,ON
5.0,0.094,26.0,33.8,Low,Low,High,Low,ON,OFF
6.0,0.063,25.9,25.2,Low,Low,Low,Low,ON,ON
5.8,0.036,25.64,33.6,Low,High,Low,Low,ON,ON
5.9,0.049,25.56,25.4,Low,High,Low,Low,ON,ON
5.3,0.01,25.36,24.3,Low,High,Low,Low,ON,ON
5.8,0.098,25.35,26.9,Low,Low,Low,Low,ON,ON
5.4,0.052,25.29,23.2,Low,Low,Low,Low,ON,ON
5.1,0.012,25.23,22.8,Low,High,Low,Low,ON,ON
5.7,0.084,25.09,19.1,Low,Low,Low,High,ON,ON
5.3,0.057,24.9,33.5,Low,Low,Low,Low,ON,ON
5.6,0.081,24.71,25.2,Low,Low,Low,Low,ON,ON
5.3,0.032,24.67,23.7,Low,High,Low,Low,ON,ON
6.0,0.061,24.5,26.9,Low,Low,Low,Low,ON,ON
5.7,0.004,24.47,33.4,Low,High,Low,Low,ON,ON
5.6,0.087,24.43,26.5,Low,Low,Low,Low,ON,ON
5.2,0.073,24.33,32.2,Low,Low,Low,Low,ON,ON
5.3,0.01,24.26,25.2,Low,High,Low,Low,ON,ON
6.0,0.023,24.2,21.6,Low,High,Low,Low,ON,ON
5.2,0.098,23.81,34.4,Low,Low,Low,Low,ON,ON
5.3,0.071,23.8,27.3,Low,Low,Low,Low,ON,ON
5.3,0.091,23.78,18.9,Low,Low,Low,High,ON,ON
5.6,0.029,23.74,24.8,Low,High,Low,Low,ON,ON
5.8,0.02,23.58,28.6,Low,High,Low,Low,ON,ON
6.0,0.007,23.43,32.8,Low,High,Low,Low,ON,ON
5.4,0.048,23.35,21.6,Low,High,Low,Low,ON,ON
5.6,0.1,23.19,22.7,Low,Low,Low,Low,ON,ON
5.9,0.095,23.19,23.4,Low,Low,Low,Low,ON,ON
5.2,0.073,23.16,31.7,Low,Low,Low,Low,ON,ON
5.1,0.071,23.1,29.2,Low,Low,Low,Low,ON,ON
5.8,0.032,22.99,27.0,Low,High,Low,Low,ON,ON
5.3,0.073,22.95,30.5,Low,Low,Low,Low,ON,ON
5.2,0.017,23.01,33.3,Low,High,Low,Low,ON,ON
5.7,0.035,22.92,24.4,Low,High,Low,Low,ON,ON
5.0,0.072,22.76,18.7,Low,Low,Low,High,ON,ON
5.5,0.091,22.74,25.5,Low,Low,Low,Low,ON,ON
5.0,0.078,22.6,19.0,Low,Low,Low,High,ON,ON
5.5,0.006,22.53,23.7,Low,High,Low,Low,ON,ON
5.8,0.079,22.53,30.2,Low,Low,Low,Low,ON,ON
5.0,0.003,22.45,30.3,Low,High,Low,Low,ON,ON
5.6,0.051,22.18,26.4,Low,Low,Low,Low,ON,ON
5.1,0.076,21.65,22.4,Low,Low,Low,Low,ON,ON
5.6,0.094,21.53,22.7,Low,Low,Low,Low,ON,ON
5.2,0.039,21.47,26.2,Low,High,Low,Low,ON,ON
5.5,0.036,21.38,27.3,Low,High,Low,Low,ON,ON
5.7,0.062,21.28,27.2,Low,Low,Low,Low,ON,ON
5.6,0.092,21.25,24.6,Low,Low,Low,Low,ON,ON
5.7,0.03,21.15,21.0,Low,High,Low,Low,ON,ON
5.6,0.07,21.32,28.0,Low,Low,Low,Low,ON,ON
5.2,0.085,21.4,33.2,Low,Low,Low,Low,ON,ON
5.1,0.033,21.79,25.7,Low,High,Low,Low,ON,ON
5.1,0.088,21.88,29.1,Low,Low,Low,Low,ON,ON
5.8,0.079,21.9,28.8,Low,Low,Low,Low,ON,ON
5.8,0.028,21.9,25.5,Low,High,Low,Low,ON,ON
5.8,0.03,22.05,19.1,Low,High,Low,High,OFF,ON
5.9,0.03,22.07,31.5,Low,High,Low,Low,ON,ON
5.5,0.006,22.23,33.2,Low,High,Low,Low,ON,ON
5.4,0.056,22.44,20.4,Low,Low,Low,Low,ON,ON
5.2,0.024,22.47,19.2,Low,High,Low,High,OFF,ON
5.1,0.078,22.96,25.7,Low,Low,Low,Low,ON,ON
5.6,0.059,22.97,21.7,Low,Low,Low,Low,ON,ON
5.8,0.054,24.01,29.4,Low,Low,Low,Low,ON,ON
5.0,0.074,24.05,33.6,Low,Low,Low,Low,ON,ON
5.3,0.04,24.19,23.4,Low,High,Low,Low,ON,ON
5.4,0.079,24.25,31.5,Low,Low,Low,Low,ON,ON
5.3,0.097,24.31,21.2,Low,Low,Low,Low,ON,ON
5.0,0.05,24.41,30.9,Low,High,Low,Low,ON,ON
5.6,0.001,24.71,19.2,Low,High,Low,High,OFF,ON
6.0,0.053,25.09,28.0,Low,Low,Low,Low,ON,ON
5.5,0.061,25.31,20.8,Low,Low,Low,Low,ON,ON
5.8,0.061,25.39,25.6,Low,Low,Low,Low,ON,ON
5.8,0.017,25.86,29.2,Low,High,Low,Low,ON,ON
5.6,0.012,25.9,23.9,Low,High,Low,Low,ON,ON
5.9,0.009,25.97,32.7,Low,High,Low,Low,ON,ON
5.8,0.015,25.95,34.0,Low,High,Low,Low,ON,ON
5.4,0.058,25.82,32.2,Low,Low,Low,Low,ON,ON
5.0,0.041,25.62,22.0,Low,High,Low,Low,ON,ON
5.0,0.075,25.57,34.1,Low,Low,Low,Low,ON,ON
5.8,0.096,25.54,32.5,Low,Low,Low,Low,ON,ON
5.2,0.024,25.35,28.1,Low,High,Low,Low,ON,ON
5.5,0.043,25.17,25.9,Low,High,Low,Low,ON,ON
6.0,0.056,25.16,26.2,Low,Low,Low,Low,ON,ON
5.1,0.1,25.05,24.3,Low,Low,Low,Low,ON,ON
5.9,0.034,24.78,32.2,Low,High,Low,Low,ON,ON
5.5,0.033,24.63,32.7,Low,High,Low,Low,ON,ON
5.4,0.051,24.57,31.9,Low,Low,Low,Low,ON,ON
5.3,0.026,24.49,19.1,Low,High,Low,High,OFF,ON
5.5,0.073,24.37,32.2,Low,Low,Low,Low,ON,ON
5.3,0.081,24.31,27.9,Low,Low,Low,Low,ON,ON
5.1,0.007,24.16,24.1,Low,High,Low,Low,ON,ON
5.6,0.005,24.14,23.9,Low,High,Low,Low,ON,ON
5.8,0.032,24.07,26.7,Low,High,Low,Low,ON,ON
5.0,0.046,24.05,28.0,Low,High,Low,Low,ON,ON
5.5,0.016,23.99,19.4,Low,High,Low,High,OFF,ON
5.2,0.03,23.9,30.1,Low,High,Low,Low,ON,ON
5.0,0.005,23.71,20.3,Low,High,Low,Low,ON,ON
5.2,0.01,23.62,23.6,Low,High,Low,Low,ON,ON
5.5,0.002,23.48,21.8,Low,High,Low,Low,ON,ON
5.9,0.073,23.36,22.7,Low,Low,Low,Low,ON,ON
5.6,0.094,23.24,24.2,Low,Low,Low,Low,ON,ON
5.8,0.019,23.23,25.4,Low,High,Low,Low,ON,ON
5.0,0.019,23.21,30.3,Low,High,Low,Low,ON,ON
5.6,0.082,23.09,32.5,Low,Low,Low,Low,ON,ON
5.9,0.099,23.07,33.3,Low,Low,Low,Low,ON,ON
5.5,0.072,22.69,24.5,Low,Low,Low,Low,ON,ON
5.9,0.068,22.52,26.5,Low,Low,Low,Low,ON,ON
5.9,0.029,22.37,33.4,Low,High,Low,Low,ON,ON
5.8,0.062,22.25,19.8,Low,Low,Low,High,ON,ON
5.3,0.068,22.08,26.6,Low,Low,Low,Low,ON,ON
5.2,0.06,22.08,32.6,Low,Low,Low,Low,ON,ON
5.9,0.066,21.92,32.7,Low,Low,Low,Low,ON,ON
5.4,0.045,21.91,24.5,Low,High,Low,Low,ON,ON
5.1,0.05,21.79,23.5,Low,High,Low,Low,ON,ON
5.4,0.051,21.76,27.6,Low,Low,Low,Low,ON,ON
5.5,0.025,21.71,25.8,Low,High,Low,Low,ON,ON
5.6,0.002,21.61,28.2,Low,High,Low,Low,ON,ON
5.1,0.09,21.53,20.3,Low,Low,Low,Low,ON,ON
6.0,0.061,21.42,34.4,Low,Low,Low,Low,ON,ON
5.0,0.052,21.19,26.5,Low,Low,Low,Low,ON,ON
5.4,0.003,21.16,23.5,Low,High,Low,Low,ON,ON
5.8,0.027,21.14,32.6,Low,High,Low,Low,ON,ON
5.1,0.086,21.21,33.5,Low,Low,Low,Low,ON,ON
5.7,0.026,21.36,34.1,Low,High,Low,Low,ON,ON
5.6,0.094,21.48,29.8,Low,Low,Low,Low,ON,ON
5.1,0.068,21.49,20.3,Low,Low,Low,Low,ON,ON
5.7,0.089,21.78,29.2,Low,Low,Low,Low,ON,ON
5.5,0.075,21.87,32.6,Low,Low,Low,Low,ON,ON
5.9,0.097,21.92,32.3,Low,Low,Low,Low,ON,ON
5.2,0.011,22.38,26.2,Low,High,Low,Low,ON,ON
5.5,0.083,22.45,22.5,Low,Low,Low,Low,ON,ON
6.0,0.004,22.71,23.3,Low,High,Low,Low,ON,ON
5.7,0.076,22.81,21.0,Low,Low,Low,Low,ON,ON
5.4,0.084,22.91,20.1,Low,Low,Low,Low,ON,ON
5.8,0.058,22.92,18.8,Low,Low,Low,High,ON,ON
5.7,0.01,23.22,28.3,Low,High,Low,Low,ON,ON
5.8,0.052,23.25,33.0,Low,Low,Low,Low,ON,ON
5.9,0.03,23.3,18.8,Low,High,Low,High,OFF,ON
5.0,0.045,24.09,21.9,Low,High,Low,Low,ON,ON
6.0,0.006,24.28,24.5,Low,High,Low,Low,ON,ON
5.0,0.04,24.42,20.3,Low,High,Low,Low,ON,ON
5.5,0.01,24.51,20.8,Low,High,Low,Low,ON,ON
5.5,0.046,24.66,32.0,Low,High,Low,Low,ON,ON
5.2,0.009,24.92,20.4,Low,High,Low,Low,ON,ON
5.7,0.065,24.97,30.7,Low,Low,Low,Low,ON,ON
5.6,0.044,25.24,32.8,Low,High,Low,Low,ON,ON
5.0,0.038,25.47,32.7,Low,High,Low,Low,ON,ON
5.8,0.08,25.84,29.9,Low,Low,Low,Low,ON,ON
5.7,0.006,25.57,19.7,Low,High,Low,High,OFF,ON
5.0,0.04,25.55,30.0,Low,High,Low,Low,ON,ON
5.9,0.068,25.54,34.0,Low,Low,Low,Low,ON,ON
6.0,0.003,25.32,28.4,Low,High,Low,Low,ON,ON
5.0,0.072,24.91,30.8,Low,Low,Low,Low,ON,ON
5.2,0.059,24.89,23.9,Low,Low,Low,Low,ON,ON
5.0,0.017,24.8,32.5,Low,High,Low,Low,ON,ON
5.0,0.032,24.71,30.3,Low,High,Low,Low,ON,ON
5.6,0.062,24.6,33.8,Low,Low,Low,Low,ON,ON
5.7,0.1,24.54,23.0,Low,Low,Low,Low,ON,ON
5.9,0.046,24.47,26.6,Low,High,Low,Low,ON,ON
5.3,0.061,24.42,29.3,Low,Low,Low,Low,ON,ON
5.0,0.081,24.17,31.6,Low,Low,Low,Low,ON,ON
6.0,0.092,24.16,24.7,Low,Low,Low,Low,ON,ON
5.8,0.048,24.11,29.2,Low,High,Low,Low,ON,ON
5.7,0.004,24.06,29.1,Low,High,Low,Low,ON,ON
6.0,0.048,23.94,32.7,Low,High,Low,Low,ON,ON
5.3,0.084,23.86,28.1,Low,Low,Low,Low,ON,ON
5.0,0.044,23.85,28.0,Low,High,Low,Low,ON,ON
5.0,0.022,23.81,26.7,Low,High,Low,Low,ON,ON
5.2,0.089,23.63,23.9,Low,Low,Low,Low,ON,ON
5.2,0.014,23.59,24.0,Low,High,Low,Low,ON,ON
5.9,0.084,23.52,26.5,Low,Low,Low,Low,ON,ON
5.7,0.057,23.22,22.8,Low,Low,Low,Low,ON,ON
5.2,0.05,23.15,29.9,Low,High,Low,Low,ON,ON
5.7,0.053,23.01,22.8,Low,Low,Low,Low,ON,ON
5.5,0.029,22.98,34.3,Low,High,Low,Low,ON,ON
5.6,0.075,22.92,31.3,Low,Low,Low,Low,ON,ON
5.7,0.066,22.79,26.1,Low,Low,Low,Low,ON,ON
5.6,0.032,22.44,30.0,Low,High,Low,Low,ON,ON
6.0,0.014,22.36,24.2,Low,High,Low,Low,ON,ON
7.1,0.017,22.09,24.7,High,High,Low,Low,ON,ON
6.7,0.065,21.94,19.3,High,Low,Low,High,ON,ON
6.5,0.076,21.83,30.7,High,Low,Low,Low,ON,ON
7.2,0.031,21.8,28.1,High,High,Low,Low,ON,ON
6.1,0.055,21.8,21.7,Low,Low,Low,Low,ON,ON
6.5,0.055,21.75,20.3,High,Low,Low,Low,ON,ON
6.6,0.048,21.71,26.8,High,High,Low,Low,ON,ON
6.9,0.03,21.7,20.8,High,High,Low,Low,ON,ON
6.6,0.051,21.53,28.6,High,Low,Low,Low,ON,ON
6.6,0.046,21.45,32.8,High,High,Low,Low,ON,ON
7.0,0.064,21.39,24.4,High,Low,Low,Low,ON,ON
6.4,0.041,21.36,19.0,Low,High,Low,High,OFF,ON
7.1,0.018,21.33,27.3,High,High,Low,Low,ON,ON
6.8,0.018,21.29,32.1,High,High,Low,Low,ON,ON
6.7,0.086,21.1,25.2,High,Low,Low,Low,ON,ON
6.3,0.007,21.11,31.2,Low,High,Low,Low,ON,ON
7.1,0.051,21.29,30.3,High,Low,Low,Low,ON,ON
6.3,0.061,21.4,20.5,Low,Low,Low,Low,ON,ON
6.2,0.098,21.55,25.4,Low,Low,Low,Low,ON,ON
6.9,0.046,21.69,30.2,High,High,Low,Low,ON,ON
6.5,0.043,22.24,21.3,High,High,Low,Low,ON,ON
6.1,0.027,22.26,18.8,Low,High,Low,High,OFF,ON
6.9,0.01,22.68,26.3,High,High,Low,Low,ON,ON
7.2,0.075,22.69,32.0,High,Low,Low,Low,ON,ON
6.3,0.039,22.86,26.2,Low,High,Low,Low,ON,ON
6.3,0.051,23.1,27.5,Low,Low,Low,Low,ON,ON
7.1,0.077,23.33,25.7,High,Low,Low,Low,ON,ON
7.2,0.019,23.39,34.4,High,High,Low,Low,ON,ON
7.0,0.091,23.4,23.2,High,Low,Low,Low,ON,ON
7.2,0.074,23.45,28.7,High,Low,Low,Low,ON,ON
6.3,0.003,23.55,28.5,Low,High,Low,Low,ON,ON
6.7,0.05,23.56,24.0,High,High,Low,Low,ON,ON
6.8,0.082,23.58,26.0,High,Low,Low,Low,ON,ON
7.2,0.094,23.88,21.2,High,Low,Low,Low,ON,ON
6.3,0.076,24.28,28.1,Low,Low,Low,Low,ON,ON
7.1,0.033,24.3,20.7,High,High,Low,Low,ON,ON
6.9,0.019,24.58,29.1,High,High,Low,Low,ON,ON
6.7,0.044,24.61,28.9,High,High,Low,Low,ON,ON
6.3,0.002,25.44,32.2,Low,High,Low,Low,ON,ON
7.2,0.068,25.71,30.3,High,Low,Low,Low,ON,ON
7.0,0.029,25.94,34.3,High,High,Low,Low,ON,ON
7.2,0.018,25.89,30.5,High,High,Low,Low,ON,ON
7.2,0.057,25.59,21.6,High,Low,Low,Low,ON,ON
7.1,0.013,25.56,23.8,High,High,Low,Low,ON,ON
7.2,0.05,25.27,30.8,High,High,Low,Low,ON,ON
7.1,0.038,25.26,29.9,High,High,Low,Low,ON,ON
7.0,0.015,25.14,30.1,High,High,Low,Low,ON,ON
6.8,0.048,24.88,28.5,High,High,Low,Low,ON,ON
6.8,0.066,24.79,30.5,High,Low,Low,Low,ON,ON
7.0,0.083,24.69,18.9,High,Low,Low,High,ON,ON
6.1,0.015,24.62,32.4,Low,High,Low,Low,ON,ON
7.0,0.007,24.29,27.1,High,High,Low,Low,ON,ON
6.5,0.07,24.24,30.5,High,Low,Low,Low,ON,ON
6.7,0.013,24.18,29.8,High,High,Low,Low,ON,ON
6.9,0.1,24.14,23.8,High,Low,Low,Low,ON,ON
7.1,0.038,23.99,21.0,High,High,Low,Low,ON,ON
6.7,0.043,23.9,32.3,High,High,Low,Low,ON,ON
6.2,0.099,23.87,24.3,Low,Low,Low,Low,ON,ON
7.0,0.084,23.45,29.8,High,Low,Low,Low,ON,ON
6.9,0.015,23.26,19.0,High,High,Low,High,OFF,ON
6.8,0.02,23.25,34.2,High,High,Low,Low,ON,ON
7.1,0.023,23.22,33.7,High,High,Low,Low,ON,ON
7.2,0.021,23.12,29.2,High,High,Low,Low,ON,ON
6.3,0.053,23.1,30.4,Low,Low,Low,Low,ON,ON
6.6,0.007,22.95,23.7,High,High,Low,Low,ON,ON
7.0,0.057,22.91,33.4,High,Low,Low,Low,ON,ON
7.0,0.033,22.87,26.4,High,High,Low,Low,ON,ON
6.4,0.099,22.77,22.2,Low,Low,Low,Low,ON,ON
6.5,0.077,22.69,34.3,High,Low,Low,Low,ON,ON
7.0,0.098,22.68,21.1,High,Low,Low,Low,ON,ON
7.1,0.087,22.24,22.8,High,Low,Low,Low,ON,ON
6.1,0.059,22.14,29.6,Low,Low,Low,Low,ON,ON
6.5,0.045,21.89,24.8,High,High,Low,Low,ON,ON
6.4,0.097,21.89,32.5,Low,Low,Low,Low,ON,ON
7.1,0.016,21.86,22.0,High,High,Low,Low,ON,ON
6.1,0.046,21.77,27.3,Low,High,Low,Low,ON,ON
6.7,0.004,21.67,27.7,High,High,Low,Low,ON,ON
6.9,0.017,21.55,30.3,High,High,Low,Low,ON,ON
6.5,0.017,21.39,31.9,High,High,Low,Low,ON,ON
6.2,0.087,21.29,33.8,Low,Low,Low,Low,ON,ON
6.9,0.01,21.24,31.5,High,High,Low,Low,ON,ON
6.8,0.033,21.23,20.6,High,High,Low,Low,ON,ON
6.8,0.018,21.21,21.9,High,High,Low,Low,ON,ON
6.5,0.007,21.19,24.7,High,High,Low,Low,ON,ON
6.3,0.069,21.13,33.4,Low,Low,Low,Low,ON,ON
6.6,0.078,21.09,24.5,High,Low,Low,Low,ON,ON
6.5,0.015,21.31,30.1,High,High,Low,Low,ON,ON
6.6,0.068,21.35,20.7,High,Low,Low,Low,ON,ON
6.5,0.021,21.42,19.8,High,High,Low,High,OFF,ON
6.5,0.055,22.05,29.5,High,Low,Low,Low,ON,ON
6.6,0.023,22.27,24.6,High,High,Low,Low,ON,ON
6.4,0.011,22.32,24.4,Low,High,Low,Low,ON,ON
7.2,0.016,22.59,34.1,High,High,Low,Low,ON,ON
6.8,0.021,22.67,26.0,High,High,Low,Low,ON,ON
6.7,0.068,22.73,23.4,High,Low,Low,Low,ON,ON
7.1,0.039,22.99,31.3,High,High,Low,Low,ON,ON
6.6,0.02,23.03,31.5,High,High,Low,Low,ON,ON
6.2,0.086,23.04,33.2,Low,Low,Low,Low,ON,ON
6.2,0.068,23.06,31.2,Low,Low,Low,Low,ON,ON
6.4,0.067,23.71,26.8,Low,Low,Low,Low,ON,ON
7.2,0.078,23.99,26.0,High,Low,Low,Low,ON,ON
6.9,0.081,24.09,28.4,High,Low,Low,Low,ON,ON
6.9,0.037,24.34,30.5,High,High,Low,Low,ON,ON
6.5,0.025,24.41,28.2,High,High,Low,Low,ON,ON
7.1,0.023,24.64,27.4,High,High,Low,Low,ON,ON
6.2,0.1,24.77,22.7,Low,Low,Low,Low,ON,ON
6.4,0.09,24.79,28.4,Low,Low,Low,Low,ON,ON
6.9,0.082,24.87,20.2,High,Low,Low,Low,ON,ON
7.0,0.081,25.04,22.3,High,Low,Low,Low,ON,ON
7.2,0.077,25.27,19.4,High,Low,Low,High,ON,ON
6.1,0.072,25.36,27.5,Low,Low,Low,Low,ON,ON
6.4,0.074,25.4,23.9,Low,Low,Low,Low,ON,ON
7.1,0.039,25.97,22.5,High,High,Low,Low,ON,ON
6.9,0.017,25.87,31.7,High,High,Low,Low,ON,ON
7.1,0.045,25.26,33.4,High,High,Low,Low,ON,ON
6.4,0.075,25.25,34.4,Low,Low,Low,Low,ON,ON
6.7,0.068,24.97,29.5,High,Low,Low,Low,ON,ON
7.0,0.022,24.76,28.5,High,High,Low,Low,ON,ON
6.1,0.084,24.71,19.8,Low,Low,Low,High,ON,ON
7.2,0.037,24.69,29.4,High,High,Low,Low,ON,ON
7.2,0.033,24.68,33.2,High,High,Low,Low,ON,ON
7.2,0.071,24.52,24.2,High,Low,Low,Low,ON,ON
6.7,0.066,24.51,27.8,High,Low,Low,Low,ON,ON
6.7,0.023,24.37,34.0,High,High,Low,Low,ON,ON
6.1,0.05,24.32,28.0,Low,High,Low,Low,ON,ON
6.9,0.059,24.14,31.8,High,Low,Low,Low,ON,ON
7.1,0.006,24.12,33.1,High,High,Low,Low,ON,ON
6.6,0.052,24.02,32.9,High,Low,Low,Low,ON,ON
7.2,0.009,23.99,28.2,High,High,Low,Low,ON,ON
6.4,0.045,23.87,30.6,Low,High,Low,Low,ON,ON
6.3,0.043,23.81,19.5,Low,High,Low,High,OFF,ON
7.2,0.002,23.64,22.5,High,High,Low,Low,ON,ON
7.0,0.093,23.59,29.0,High,Low,Low,Low,ON,ON
6.4,0.049,22.9,27.3,Low,High,Low,Low,ON,ON
6.9,0.095,22.8,33.7,High,Low,Low,Low,ON,ON
