PH,AMMONIA,TEMP,DO,TURBIDITY
6.0,0.014,22.36,10.4,24.2
7.1,0.017,22.09,3.8,24.7
6.7,0.065,21.94,5.3,19.3
6.5,0.076,21.83,4.9,30.7
7.2,0.031,21.8,6.0,28.1
6.1,0.055,21.8,4.2,21.7
6.5,0.055,21.75,4.2,20.3
6.6,0.048,21.71,3.0,26.8
6.9,0.03,21.7,3.7,20.8
6.6,0.051,21.53,3.4,28.6
6.6,0.046,21.45,5.7,32.8
7.0,0.064,21.39,5.4,24.4
6.4,0.041,21.36,5.2,19.0
7.1,0.018,21.33,5.7,27.3
6.8,0.018,21.29,5.8,32.1
6.7,0.086,21.1,5.1,25.2
6.3,0.007,21.11,5.9,31.2
7.1,0.051,21.29,5.2,30.3
6.3,0.061,21.4,4.1,20.5
6.2,0.098,21.55,6.1,25.4
6.9,0.046,21.69,5.8,30.2
6.5,0.043,22.24,4.8,21.3
6.1,0.027,22.26,3.1,18.8
6.9,0.01,22.68,4.3,26.3
7.2,0.075,22.69,3.9,32.0
6.3,0.039,22.86,4.7,26.2
6.3,0.051,23.1,4.8,27.5
7.1,0.077,23.33,4.7,25.7
7.2,0.019,23.39,5.0,34.4
7.0,0.091,23.4,5.3,23.2
7.2,0.074,23.45,3.0,28.7
6.3,0.003,23.55,3.6,28.5
6.7,0.05,23.56,3.6,24.0
6.8,0.082,23.58,4.0,26.0
7.2,0.094,23.88,3.6,21.2
6.3,0.076,24.28,4.9,28.1
7.1,0.033,24.3,5.5,20.7
6.9,0.019,24.58,5.7,29.1
6.7,0.044,24.61,4.4,28.9
6.3,0.002,25.44,5.0,32.2
7.2,0.068,25.71,5.3,30.3
7.0,0.029,25.94,6.0,34.3
7.2,0.018,25.89,4.6,30.5
7.2,0.057,25.59,5.0,21.6
7.1,0.013,25.56,4.3,23.8
7.2,0.05,25.27,4.0,30.8
7.1,0.038,25.26,5.2,29.9
7.0,0.015,25.14,6.1,30.1
6.8,0.048,24.88,3.3,28.5
6.8,0.066,24.79,3.7,30.5
7.0,0.083,24.69,5.4,18.9
6.1,0.015,24.62,4.9,32.4
7.0,0.007,24.29,3.5,27.1
6.5,0.07,24.24,4.7,30.5
6.7,0.013,24.18,5.3,29.8
6.9,0.1,24.14,4.1,23.8
7.1,0.038,23.99,3.6,21.0
6.7,0.043,23.9,6.0,32.3
6.2,0.099,23.87,3.3,24.3
7.0,0.084,23.45,3.2,29.8
6.9,0.015,23.26,5.1,19.0
6.8,0.02,23.25,3.3,34.2
7.1,0.023,23.22,4.4,33.7
7.2,0.021,23.12,3.7,29.2
6.3,0.053,23.1,5.0,30.4
6.6,0.007,22.95,4.8,23.7
7.0,0.057,22.91,3.9,33.4
7.0,0.033,22.87,3.5,26.4
6.4,0.099,22.77,3.1,22.2
6.5,0.077,22.69,5.3,34.3
7.0,0.098,22.68,3.3,21.1
7.1,0.087,22.24,6.0,22.8
6.1,0.059,22.14,5.7,29.6
6.5,0.045,21.89,4.6,24.8
6.4,0.097,21.89,5.4,32.5
7.1,0.016,21.86,3.1,22.0
6.1,0.046,21.77,3.9,27.3
6.7,0.004,21.67,5.5,27.7
6.9,0.017,21.55,4.8,30.3
6.5,0.017,21.39,3.8,31.9
6.2,0.087,21.29,4.0,33.8
6.9,0.01,21.24,4.8,31.5
6.8,0.033,21.23,3.3,20.6
6.8,0.018,21.21,4.6,21.9
6.5,0.007,21.19,5.7,24.7
6.3,0.069,21.13,3.3,33.4
6.6,0.078,21.09,5.5,24.5
6.5,0.015,21.31,4.2,30.1
6.6,0.068,21.35,4.8,20.7
6.5,0.021,21.42,4.3,19.8
6.5,0.055,22.05,3.3,29.5
6.6,0.023,22.27,4.5,24.6
6.4,0.011,22.32,3.4,24.4
7.2,0.016,22.59,4.1,34.1
6.8,0.021,22.67,5.7,26.0
6.7,0.068,22.73,3.7,23.4
7.1,0.039,22.99,4.0,31.3
6.6,0.02,23.03,3.5,31.5
6.2,0.086,23.04,6.1,33.2
6.2,0.068,23.06,4.6,31.2
6.4,0.067,23.71,3.8,26.8
7.2,0.078,23.99,5.0,26.0
6.9,0.081,24.09,3.7,28.4
6.9,0.037,24.34,3.0,30.5
6.5,0.025,24.41,3.7,28.2
7.1,0.023,24.64,3.6,27.4
6.2,0.1,24.77,3.7,22.7
6.4,0.09,24.79,5.6,28.4
6.9,0.082,24.87,3.2,20.2
7.0,0.081,25.04,4.6,22.3
7.2,0.077,25.27,5.3,19.4
6.1,0.072,25.36,3.7,27.5
6.4,0.074,25.4,5.3,23.9
7.1,0.039,25.97,3.8,22.5
6.9,0.017,25.87,4.1,31.7
7.1,0.045,25.26,6.1,33.4
6.4,0.075,25.25,3.6,34.4
6.7,0.068,24.97,5.7,29.5
7.0,0.022,24.76,4.0,28.5
6.1,0.084,24.71,3.8,19.8
7.2,0.037,24.69,3.9,29.4
7.2,0.033,24.68,3.9,33.2
7.2,0.071,24.52,4.7,24.2
6.7,0.066,24.51,5.5,27.8
6.7,0.023,24.37,4.1,34.0
6.1,0.05,24.32,4.7,28.0
6.9,0.059,24.14,4.7,31.8
7.1,0.006,24.12,4.3,33.1
6.6,0.052,24.02,5.7,32.9
7.2,0.009,23.99,3.9,28.2
6.4,0.045,23.87,4.1,30.6
6.3,0.043,23.81,4.6,19.5
7.2,0.002,23.64,4.7,22.5
7.0,0.093,23.59,3.6,29.0
6.4,0.049,22.9,5.9,27.3
6.9,0.095,22.8,3.7,33.7
7.1,0.045,22.77,3.5,28.0
6.4,0.097,22.74,5.8,18.8
6.9,0.084,22.69,5.5,24.2
6.8,0.012,22.68,4.3,32.1
7.1,0.056,22.56,3.9,23.6
7.1,0.065,22.46,4.8,23.0
6.2,0.082,22.38,5.0,32.6
6.6,0.081,22.99,3.5,30.2
6.4,0.073,22.98,5.8,24.0
6.6,0.009,22.95,4.4,20.7
6.4,0.011,22.55,4.7,28.7
6.5,0.038,22.42,5.2,31.2
6.5,0.042,22.41,3.5,24.2
7.1,0.058,22.37,3.5,23.8
6.6,0.005,22.32,6.0,18.8
6.1,0.012,22.32,4.6,31.4
6.6,0.038,22.11,3.9,21.4
6.7,0.033,21.94,3.6,19.1
7.2,0.072,21.86,6.0,20.4
6.2,0.016,21.6,3.0,30.5
7.2,0.006,21.41,3.5,26.3
7.0,0.028,21.07,5.4,20.9
6.8,0.039,21.01,5.5,27.6
6.8,0.092,21.06,3.5,24.6
7.1,0.024,21.28,5.0,32.5
6.9,0.045,21.57,3.9,23.0
6.6,0.064,21.59,4.4,28.8
6.7,0.036,21.63,4.4,19.4
6.2,0.071,21.97,4.2,24.6
6.7,0.067,22.16,5.4,32.9
6.2,0.057,22.28,5.9,21.6
6.9,0.04,22.53,3.2,31.8
6.8,0.013,22.55,4.6,21.8
6.9,0.093,22.64,3.0,25.6
6.5,0.076,22.71,3.4,21.4
6.1,0.052,22.81,4.4,32.1
6.5,0.017,22.85,3.8,32.4
6.7,0.019,23.04,5.0,21.8
7.2,0.039,23.22,4.6,25.8
6.3,0.065,23.37,4.7,33.9
6.6,0.013,23.43,5.3,28.5
6.9,0.068,23.45,5.9,29.9
7.0,0.072,23.52,5.2,30.6
6.5,0.028,23.59,3.4,29.9
6.6,0.011,23.72,5.6,33.0
6.4,0.006,24.93,3.1,34.3
6.3,0.086,25.07,3.8,32.0
6.3,0.029,25.7,3.9,19.3
7.2,0.062,25.87,5.5,26.5
6.1,0.022,25.99,4.8,26.9
7.1,0.049,25.92,5.4,25.7
6.4,0.047,25.9,3.9,32.8
6.8,0.084,25.81,5.3,28.4
6.9,0.02,25.79,5.1,27.7
7.2,0.082,25.79,4.3,24.5
6.8,0.067,25.77,4.4,25.7
7.0,0.047,25.61,4.3,24.2
7.2,0.018,25.55,5.7,22.7
6.9,0.037,25.37,4.2,23.9
6.2,0.097,25.26,5.1,31.3
7.0,0.015,24.65,5.2,32.5
7.1,0.014,24.64,5.8,31.3
6.8,0.002,24.62,3.1,31.7
6.6,0.057,24.62,3.1,24.3
6.7,0.069,24.48,4.7,28.6
7.2,0.064,24.33,4.5,27.2
6.2,0.012,24.26,5.2,24.8
6.4,0.086,24.24,4.9,25.7
6.6,0.027,24.21,5.0,19.4
6.6,0.087,24.19,4.9,31.6
6.8,0.045,24.15,4.0,32.7
6.6,0.003,23.98,5.9,26.4
6.7,0.093,23.98,4.4,21.9
7.2,0.1,23.93,5.0,28.4
6.9,0.085,23.92,3.6,20.0
6.7,0.009,23.87,4.3,24.4
7.1,0.083,23.68,6.0,30.5
7.2,0.052,23.56,4.7,24.8
7.2,0.039,23.03,3.6,25.0
6.8,0.09,22.77,3.1,19.6
6.4,0.071,22.76,3.2,31.0
7.1,0.064,22.6,4.3,31.6
6.2,0.054,22.49,5.0,31.5
6.6,0.037,22.45,5.6,28.5
6.4,0.049,22.13,3.2,21.1
6.8,0.005,22.11,3.3,29.4
6.5,0.034,21.95,4.8,24.8
7.2,0.04,21.86,4.0,24.8
7.0,0.078,21.65,5.0,20.7
6.5,0.023,21.63,3.0,29.6
6.6,0.071,21.52,5.4,22.4
6.1,0.034,21.42,4.8,24.0
6.7,0.038,21.34,5.9,27.2
7.1,0.021,21.28,5.0,23.9
7.2,0.019,21.18,3.6,28.6
7.1,0.078,21.24,4.1,23.4
6.7,0.021,21.86,5.6,26.4
6.9,0.083,21.9,3.4,25.3
6.1,0.087,22.57,4.1,20.6
6.9,0.055,22.7,5.2,21.1
6.7,0.045,22.9,5.1,20.4
7.0,0.021,22.95,6.1,26.5
6.9,0.093,23.0,4.3,29.2
6.8,0.077,23.18,5.9,33.1
6.2,0.099,23.33,4.3,26.0
6.3,0.053,23.36,5.3,31.5
6.8,0.009,23.39,4.3,28.2
7.1,0.074,23.45,4.2,28.2
6.3,0.067,23.72,3.5,23.2
6.5,0.052,24.05,3.3,29.3
6.5,0.088,24.15,3.0,27.8
6.3,0.045,24.2,5.2,33.5
6.4,0.013,24.28,4.7,23.5
6.6,0.069,24.38,3.3,32.0
6.9,0.05,24.63,3.5,33.9
6.8,0.055,24.95,3.0,26.1
6.5,0.041,25.51,4.1,34.1
6.9,0.038,25.56,3.1,22.1
7.2,0.002,25.61,3.7,24.7
7.2,0.09,25.62,3.5,24.4
6.8,0.014,25.81,5.8,32.3
6.7,0.065,26.09,5.7,26.0
7.0,0.091,25.74,4.7,28.3
7.2,0.023,25.66,5.6,26.5
6.1,0.001,25.56,5.2,20.2
7.0,0.076,25.53,4.5,27.0
7.2,0.079,25.16,3.3,34.4
7.0,0.058,24.99,5.8,23.5
6.8,0.041,24.89,3.1,32.9
6.9,0.055,24.88,5.3,33.2
7.2,0.084,24.75,4.0,29.6
7.2,0.094,24.52,5.5,20.3
6.4,0.067,24.29,5.7,20.4
6.2,0.081,24.26,3.4,33.1
6.5,0.057,24.05,4.7,34.1
6.5,0.021,23.92,3.8,30.3
6.8,0.039,23.91,4.3,24.3
6.8,0.007,23.84,5.5,28.6
6.1,0.012,23.79,5.1,32.2
6.2,0.034,23.74,4.9,22.7
6.8,0.012,23.73,5.2,26.3
6.9,0.08,23.73,4.7,26.1
7.1,0.025,23.63,5.3,33.6
6.4,0.044,23.44,3.0,27.6
6.1,0.037,23.35,4.3,27.1
7.0,0.1,23.31,5.0,23.5
6.4,0.012,23.15,5.4,20.7
7.0,0.004,23.11,5.3,30.4
6.6,0.044,22.98,5.2,27.9
6.5,0.013,22.9,3.5,19.9
6.3,0.078,22.78,3.1,31.6
7.2,0.001,27.51,3.6,23.9
6.4,0.005,29.66,5.3,24.5
6.7,0.066,21.74,3.0,31.3
6.7,0.011,21.89,4.8,31.3
7.2,0.057,28.27,4.9,33.8
6.8,0.065,28.01,3.5,26.3
6.6,0.07,24.85,4.7,28.6
6.2,0.057,23.01,3.4,18.9
6.4,0.052,23.22,5.5,21.5
6.4,0.003,21.44,5.7,27.1
6.8,0.005,29.96,5.3,29.7
6.2,0.046,21.67,4.3,21.5
6.2,0.078,20.11,5.5,20.5
6.7,0.031,25.35,4.3,27.6
6.6,0.017,26.67,4.3,19.2
6.1,0.016,26.75,4.7,27.9
6.1,0.091,23.95,5.7,19.1
6.6,0.034,28.07,3.0,21.2
6.5,0.019,21.18,3.8,31.7
7.2,0.068,21.15,4.8,22.8
6.8,0.018,25.97,4.9,26.3
7.2,0.008,23.07,4.8,33.4
7.2,0.041,23.09,4.5,28.4
6.7,0.032,22.06,3.7,20.7
7.0,0.052,25.33,6.0,21.5
6.6,0.025,23.43,4.7,22.0
6.9,0.034,20.82,3.3,29.7
6.3,0.056,25.9,3.7,21.7
7.2,0.048,28.01,5.6,25.8
6.7,0.008,26.13,4.3,20.3
7.0,0.062,24.39,4.1,24.1
6.4,0.048,29.14,5.8,29.1
7.1,0.001,20.09,3.2,20.8
6.5,0.02,20.25,3.7,21.6
6.2,0.077,22.65,4.0,23.2
7.1,0.093,29.12,3.0,28.4
6.2,0.036,30.0,3.8,30.4
7.1,0.025,21.9,3.0,33.2
7.0,0.03,28.98,5.2,24.7
6.5,0.073,24.05,3.8,25.8
7.1,0.087,27.09,5.4,21.2
6.9,0.068,29.06,3.8,26.7
6.1,0.027,20.85,4.2,22.9
7.1,0.029,23.19,4.1,19.5
7.2,0.028,27.18,3.9,20.0
6.3,0.063,28.48,4.9,33.3
6.4,0.045,23.31,4.2,22.4
6.5,0.029,28.04,3.8,33.1
6.1,0.031,21.58,5.1,20.4
7.0,0.036,29.78,5.8,33.6
6.6,0.066,26.7,5.2,20.1
6.7,0.011,27.7,6.0,32.9
6.9,0.028,26.86,5.8,29.4
6.4,0.013,25.02,5.1,32.8
7.0,0.073,20.54,3.2,31.2
6.2,0.058,24.76,5.0,25.6
6.6,0.071,28.94,3.7,33.9
7.1,0.058,24.9,4.6,30.3
6.7,0.041,24.88,4.4,21.1
6.1,0.037,28.03,5.3,25.6
7.2,0.029,24.96,3.5,22.7
6.5,0.058,25.05,5.4,29.6
7.1,0.026,23.57,4.7,23.2
6.8,0.098,29.91,3.0,19.4
6.3,0.084,21.49,5.1,23.6
6.3,0.076,25.32,3.0,22.8
6.5,0.009,21.08,3.3,31.0
6.3,0.021,21.29,4.1,27.8
6.7,0.023,27.18,3.2,27.9
6.6,0.049,28.66,4.4,18.7
6.2,0.03,21.37,5.1,20.5
6.8,0.081,21.43,4.6,32.9
6.9,0.043,28.97,3.4,19.8
6.5,0.03,23.09,3.3,29.9
7.2,0.033,29.12,5.7,20.7
6.5,0.055,28.59,5.8,30.7
6.4,0.002,20.73,5.6,33.2
6.7,0.035,28.69,3.6,24.6
6.2,0.013,20.22,5.9,24.4
7.1,0.001,22.73,6.0,26.9
7.2,0.039,23.48,3.1,29.0
6.2,0.038,25.63,3.0,18.9
6.3,0.032,27.09,5.7,28.6
7.2,0.087,23.2,3.4,20.1
7.2,0.026,25.58,4.6,28.0
7.2,0.015,20.53,4.1,22.4
7.0,0.072,22.97,4.8,25.1
7.1,0.046,25.32,5.1,18.9
6.1,0.043,22.72,3.5,25.1
6.5,0.047,27.91,5.3,22.1
6.7,0.041,26.31,5.6,31.8
6.1,0.093,22.6,5.0,23.7
6.6,0.032,23.5,4.5,31.7
6.6,0.031,27.09,5.9,21.7
6.4,0.095,26.4,4.8,19.7
6.2,0.041,23.67,6.1,33.9
7.1,0.016,29.42,4.2,21.0
6.5,0.06,22.67,5.0,24.8
6.8,0.03,29.64,3.2,20.2
7.2,0.091,29.8,4.8,33.0
6.3,0.077,25.01,4.6,23.2
7.2,0.046,27.17,3.8,20.8
6.6,0.092,28.44,5.3,24.9
6.7,0.049,28.9,6.0,23.9
6.3,0.035,24.94,3.7,26.9
6.7,0.043,22.19,5.5,33.1
7.1,0.023,29.47,3.2,28.7
6.5,0.045,20.47,4.0,24.5
7.0,0.02,20.2,5.6,26.3
7.0,0.046,29.27,5.2,31.1
6.2,0.074,28.44,6.1,22.0
6.5,0.035,20.71,3.1,30.2
6.6,0.064,25.8,4.4,32.4
7.0,0.006,23.97,4.8,27.9
7.1,0.034,23.23,4.1,34.3
6.5,0.05,20.57,3.4,26.9
7.1,0.059,21.52,4.2,26.3
6.9,0.05,20.74,4.1,22.8
7.1,0.045,26.67,5.8,23.2
6.3,0.059,20.56,3.6,22.9
7.2,0.051,25.56,4.3,29.1
7.2,0.079,22.43,4.1,34.1
6.4,0.085,27.85,3.9,30.7
6.8,0.002,28.18,5.0,22.1
7.2,0.073,23.14,6.0,20.1
7.1,0.078,28.69,3.0,33.0
6.2,0.027,24.39,3.2,27.3
6.5,0.007,24.15,5.2,19.7
7.2,0.051,25.64,3.2,21.5
6.2,0.014,24.87,5.9,28.1
7.2,0.066,26.68,3.9,29.4
6.2,0.006,28.1,4.5,32.3
6.6,0.073,27.37,3.4,30.1
6.6,0.086,29.77,3.5,23.2
6.2,0.017,28.38,3.9,31.6
6.9,0.032,25.08,4.6,26.4
6.6,0.061,26.15,4.8,23.9
6.6,0.05,27.35,6.1,20.5
6.1,0.011,27.0,5.3,25.9
6.1,0.068,27.03,4.9,26.4
6.4,0.081,28.97,4.9,31.5
6.5,0.045,23.75,4.2,19.1
6.9,0.04,25.5,5.3,22.8
7.0,0.041,26.05,6.1,21.1
6.5,0.007,22.5,4.1,23.2
7.0,0.033,27.49,5.5,32.4
6.6,0.092,21.43,4.2,23.9
7.2,0.023,21.18,3.3,31.5
6.2,0.058,25.37,5.9,21.8
7.0,0.003,25.53,4.1,24.4
7.2,0.023,21.15,5.5,30.8
6.5,0.05,21.28,5.4,33.0
7.0,0.022,21.98,3.1,20.7
6.5,0.044,27.13,4.6,29.2
6.2,0.015,21.2,4.9,23.4
6.2,0.08,29.92,4.5,21.4
6.9,0.055,24.31,4.7,30.0
6.1,0.081,23.58,4.3,22.5
7.2,0.042,28.6,3.2,32.1
7.2,0.099,24.74,3.7,29.5
6.8,0.009,27.8,3.4,33.3
7.2,0.057,27.97,5.4,33.7
6.4,0.032,21.61,4.7,29.6
7.2,0.059,22.11,5.2,24.1
6.9,0.05,23.75,5.7,19.9
7.0,0.085,26.61,5.7,33.9
6.5,0.051,22.5,4.6,29.1
6.6,0.004,21.14,6.1,30.5
6.5,0.037,29.41,3.8,26.5
7.2,0.001,23.87,4.6,18.9
6.6,0.029,29.52,4.4,20.3
6.7,0.028,23.28,4.2,20.4
6.8,0.048,20.08,5.8,20.5
6.9,0.066,20.83,3.2,21.4
6.3,0.066,22.31,3.0,25.1
7.2,0.038,29.03,4.3,20.7
6.8,0.002,26.14,4.2,23.2
6.8,0.043,22.66,3.8,31.6
6.4,0.04,27.41,5.1,25.8
6.6,0.021,24.07,3.2,33.3
6.8,0.057,21.49,4.8,22.8
7.1,0.066,26.38,4.3,19.3
6.7,0.083,21.67,5.0,34.4
6.5,0.008,29.96,5.3,21.9
6.1,0.078,25.87,3.0,33.7
7.0,0.051,25.81,3.9,24.3
7.2,0.033,29.9,5.8,29.2
6.6,0.075,27.1,3.4,18.9
6.8,0.07,27.26,4.0,33.1
6.4,0.064,29.01,3.1,32.1
6.8,0.087,24.66,4.7,26.5
6.2,0.034,28.89,4.9,23.1
6.6,0.04,22.41,3.5,22.5
6.3,0.047,24.21,6.1,29.3
6.2,0.055,24.43,5.6,29.3
6.8,0.028,26.57,4.4,25.5
7.0,0.004,27.87,4.3,31.6
7.0,0.064,24.08,4.3,23.2
6.5,0.074,23.09,5.1,32.9
6.8,0.047,23.1,4.5,20.1
6.9,0.086,23.3,4.4,31.0
6.8,0.03,21.88,4.8,24.7
6.5,0.033,29.82,6.0,32.2
6.2,0.033,29.59,4.4,32.3
7.1,0.047,23.16,3.6,33.6
6.8,0.018,21.93,3.2,28.8
7.0,0.098,26.62,4.0,21.4
7.2,0.091,22.42,4.4,32.3
6.8,0.069,27.51,5.4,33.1
6.4,0.016,28.84,5.5,26.8
6.6,0.064,25.64,5.7,19.4
7.0,0.034,20.66,4.9,31.2
6.9,0.058,27.47,5.3,24.2
7.0,0.078,26.65,5.6,21.7
6.2,0.079,23.51,4.3,29.0
6.8,0.095,26.43,5.3,29.6
7.0,0.095,22.09,3.3,31.9
6.4,0.079,22.08,3.6,20.1
6.2,0.096,22.04,4.4,22.6
7.1,0.095,21.87,5.4,31.5
6.7,0.053,21.85,5.2,34.2
6.7,0.009,21.82,6.0,31.6
6.5,0.036,21.81,4.6,32.9
6.7,0.042,21.78,5.3,19.5
7.1,0.081,21.75,4.9,23.8
6.5,0.075,21.62,3.5,27.2
6.8,0.077,21.6,3.2,25.3
6.3,0.084,21.48,4.6,21.5
6.7,0.01,21.25,3.9,33.2
7.2,0.071,21.21,5.3,21.9
6.8,0.014,21.14,5.3,29.8
7.0,0.032,21.05,3.1,32.4
7.1,0.03,21.21,4.9,29.5
6.1,0.022,21.36,3.3,24.7
6.5,0.054,21.37,5.3,27.0
7.2,0.088,21.57,4.3,25.1
6.9,0.038,22.06,4.2,27.8
6.6,0.062,22.23,5.2,29.3
6.7,0.034,22.37,3.9,31.1
6.4,0.056,22.53,5.6,27.7
7.2,0.015,22.57,5.6,18.7
6.2,0.031,22.68,6.1,28.7
6.3,0.073,22.95,5.1,22.8
6.9,0.041,23.03,3.3,25.7
6.4,0.044,23.22,5.9,33.6
7.2,0.002,23.25,4.4,23.6
6.3,0.071,23.48,4.9,34.3
6.4,0.007,23.5,3.1,31.4
6.6,0.07,23.54,4.6,30.0
6.5,0.077,23.6,4.9,29.7
6.4,0.089,23.91,3.7,19.2
6.8,0.088,23.95,3.2,19.2
6.4,0.023,24.01,3.4,30.1
7.2,0.014,24.66,5.8,22.6
6.4,0.004,24.94,5.1,22.8
6.4,0.059,25.05,4.7,24.0
6.7,0.023,25.17,5.3,28.3
6.6,0.067,25.29,4.1,29.4
7.2,0.068,25.98,5.5,28.1
6.6,0.067,25.78,5.6,29.3
6.3,0.065,25.77,3.4,19.8
7.1,0.049,25.73,5.3,22.1
7.2,0.059,25.65,4.8,28.0
7.1,0.053,25.5,6.1,26.8
6.6,0.093,25.49,4.1,27.4
7.0,0.094,25.38,3.5,19.7
6.2,0.041,25.14,4.6,26.7
6.4,0.011,25.0,5.0,29.2
6.4,0.064,24.74,6.1,29.3
6.6,0.035,24.58,4.2,23.6
6.8,0.069,24.48,3.1,19.1
6.4,0.084,24.37,5.6,21.6
7.2,0.061,24.03,3.3,33.2
7.2,0.038,23.88,4.8,19.4
6.7,0.024,23.85,4.1,23.1
6.4,0.056,23.81,4.1,33.8
6.4,0.066,23.72,3.9,22.2
6.5,0.045,23.6,4.9,26.1
6.8,0.037,23.55,4.4,22.9
6.9,0.093,23.43,5.7,33.3
6.4,0.001,23.34,3.5,20.5
6.4,0.088,23.16,4.2,31.9
7.0,0.08,22.94,4.3,30.0
6.8,0.066,22.93,5.7,28.8
6.3,0.076,22.89,6.0,27.7
6.1,0.063,22.64,3.9,28.7
7.1,0.031,22.6,3.5,25.5
7.0,0.095,22.37,3.4,33.2
6.7,0.05,22.84,4.2,25.2
7.0,0.049,22.76,3.9,27.2
6.5,0.071,22.69,3.4,29.8
6.3,0.06,22.63,3.7,21.0
6.6,0.029,22.58,4.6,33.2
6.3,0.048,22.28,6.0,24.3
6.5,0.096,22.2,5.2,25.5
6.7,0.067,22.13,4.8,34.0
6.9,0.1,22.09,5.9,22.4
6.2,0.065,22.03,3.6,27.2
6.2,0.069,21.86,5.8,21.3
6.6,0.058,21.62,3.7,22.4
6.7,0.007,21.59,5.5,27.4
6.5,0.049,21.42,4.5,23.9
6.9,0.097,21.25,4.1,19.4
6.4,0.084,21.12,6.1,32.8
6.3,0.026,21.11,4.4,33.3
7.2,0.048,21.14,6.1,22.3
7.0,0.012,21.2,5.2,21.6
6.1,0.049,21.22,3.8,26.6
6.9,0.032,21.22,5.5,26.2
7.2,0.058,21.33,3.6,28.7
7.0,0.093,21.38,4.2,26.7
6.8,0.064,21.4,4.4,22.8
6.3,0.061,21.94,5.8,23.8
6.1,0.026,22.11,5.7,25.2
6.1,0.008,22.28,5.1,30.8
6.7,0.081,22.36,3.5,27.6
6.5,0.029,22.75,5.7,19.1
7.2,0.02,22.95,4.8,22.7
6.4,0.026,23.38,5.8,31.5
6.9,0.083,23.49,3.7,24.2
6.3,0.04,23.93,4.7,30.8
6.7,0.033,24.03,3.2,23.8
7.0,0.075,24.4,5.1,32.3
6.3,0.005,24.75,5.2,32.5
6.4,0.058,24.94,5.9,33.2
7.1,0.096,24.97,5.8,30.7
6.4,0.035,25.28,4.9,19.7
6.5,0.026,25.51,6.1,26.0
6.7,0.028,25.64,3.7,33.3
6.8,0.093,25.93,3.8,25.7
6.7,0.085,25.9,4.2,22.0
6.2,0.02,25.45,4.2,25.1
6.5,0.018,25.39,3.5,27.5
6.1,0.055,25.3,5.9,27.0
6.7,0.08,25.19,5.2,20.8
7.2,0.039,25.18,5.0,23.4
6.3,0.029,25.18,5.8,34.4
7.2,0.086,25.02,3.9,19.1
6.3,0.035,24.9,4.5,28.5
6.8,0.02,24.89,5.8,25.2
6.1,0.081,24.74,3.4,34.1
6.8,0.003,24.64,4.0,19.9
7.1,0.099,24.5,3.4,19.1
6.8,0.082,24.42,3.5,24.7
6.3,0.092,24.11,5.3,21.5
6.8,0.088,24.08,3.1,31.4
6.9,0.073,24.02,5.0,31.9
6.8,0.005,23.9,4.2,25.0
6.6,0.075,23.86,5.6,30.4
7.0,0.036,23.82,5.1,32.1
6.1,0.079,23.82,3.8,28.5
6.2,0.01,23.72,4.5,20.0
6.5,0.041,23.53,4.4,29.3
7.2,0.079,23.52,3.6,23.0
7.2,0.026,23.51,5.6,23.4
6.6,0.021,23.49,5.1,20.1
6.2,0.095,23.15,4.0,32.9
6.2,0.054,23.02,4.8,26.6
6.6,0.078,22.97,5.1,28.7
7.1,0.03,22.93,4.4,28.5
6.2,0.039,23.0,4.2,32.1
7.1,0.011,22.7,3.2,23.2
6.4,0.011,22.63,3.1,19.5
6.6,0.01,22.51,5.6,22.4
6.3,0.024,22.34,6.0,27.3
7.1,0.067,22.29,3.4,20.1
6.4,0.08,22.07,5.6,23.0
7.1,0.083,21.96,5.9,24.5
6.3,0.079,21.92,5.3,19.3
6.8,0.019,21.89,4.4,27.5
6.4,0.089,21.76,3.3,29.2
6.2,0.049,21.72,4.7,27.2
6.4,0.025,21.46,4.6,28.7
6.7,0.064,21.42,4.8,31.1
6.3,0.054,21.37,3.0,21.0
6.8,0.05,21.11,3.2,23.6
6.7,0.091,21.07,3.3,24.1
6.9,0.07,21.2,5.1,30.1
6.3,0.054,21.32,5.9,18.9
6.3,0.05,21.36,5.7,34.0
6.5,0.021,21.52,3.2,20.5
6.1,0.063,21.69,3.7,19.2
7.1,0.096,21.89,3.9,26.9
6.1,0.064,22.17,3.7,24.3
7.1,0.023,22.28,3.4,22.8
6.1,0.019,22.42,3.2,18.7
6.9,0.047,22.55,3.8,34.0
7.2,0.066,22.93,4.8,32.7
6.5,0.088,22.96,3.8,25.2
7.0,0.047,23.17,3.4,30.8
6.8,0.056,23.5,3.5,23.6
7.0,0.037,23.71,4.5,25.9
6.6,0.019,23.81,3.3,30.7
6.9,0.047,24.09,3.1,21.9
6.9,0.051,24.09,3.0,23.7
6.7,0.1,24.22,4.4,24.5
6.7,0.046,24.54,6.0,30.6
6.1,0.013,24.91,4.0,22.2
6.5,0.098,24.99,4.8,29.0
6.5,0.049,25.38,3.7,30.7
6.6,0.024,25.88,4.7,27.1
6.2,0.006,25.9,5.9,20.4
6.2,0.043,26.08,3.1,25.1
6.9,0.033,25.73,3.1,25.7
6.5,0.022,25.66,4.2,23.8
6.1,0.097,25.61,3.4,30.4
6.9,0.018,25.6,5.1,33.4
7.1,0.092,25.56,3.8,22.1
6.5,0.003,25.54,5.9,29.0
7.0,0.03,25.35,6.0,26.6
6.9,0.008,25.19,3.0,25.8
